source,label,date
Andrew Yang,4.0,2019-04-03
Viral image,1.0,2019-04-03
Lena Taylor,2.0,2019-04-02
Facebook posts,0.0,2019-04-02
Viral image,1.0,2019-04-02
Facebook posts,1.0,2019-04-02
Viral image,0.0,2019-04-02
Bloggers,0.0,2019-04-02
Viral image,1.0,2019-04-02
Viral image,0.0,2019-04-02
Kaye Kory,1.0,2019-04-02
Mick Mulvaney,2.0,2019-04-01
Kamala Harris,4.0,2019-04-01
Viral image,0.0,2019-04-01
Facebook posts,1.0,2019-04-01
Ideas Illinois,1.0,2019-03-31
John Bucy III,5.0,2019-03-29
Scott Beck,2.0,2019-03-29
Kirsten Gillibrand,5.0,2019-03-29
Facebook posts,1.0,2019-03-29
Viral image,1.0,2019-03-29
Facebook posts,1.0,2019-03-29
Quentin Miller,5.0,2019-03-28
Donald Trump,1.0,2019-03-28
Tammy Baldwin,5.0,2019-03-28
Facebook posts,2.0,2019-03-28
Viral image,1.0,2019-03-28
Kamala Harris,1.0,2019-03-28
Julián Castro,3.0,2019-03-28
Facebook posts,0.0,2019-03-27
Viral image,1.0,2019-03-27
Viral image,0.0,2019-03-27
West Virginia Republican Party,3.0,2019-03-27
Brian Joseph,2.0,2019-03-27
Viral image,1.0,2019-03-27
Facebook posts,0.0,2019-03-27
Viral image,1.0,2019-03-27
Facebook posts,1.0,2019-03-27
Gary Farmer,4.0,2019-03-27
Bob Hall,3.0,2019-03-26
Joe Biden,2.0,2019-03-26
Facebook posts,1.0,2019-03-26
Tommie Pierson Jr.,5.0,2019-03-26
Mark Walker,2.0,2019-03-26
Terry McAuliffe,2.0,2019-03-26
Viral image,1.0,2019-03-26
Facebook posts,1.0,2019-03-25
John Hickenlooper,3.0,2019-03-25
Toni Preckwinkle,1.0,2019-03-24
Andrew Cuomo,3.0,2019-03-23
John Carter,3.0,2019-03-22
Bloggers,1.0,2019-03-22
Children at Risk,4.0,2019-03-22
Facebook posts,0.0,2019-03-22
Amy Klobuchar,1.0,2019-03-22
Mike Parson,5.0,2019-03-22
John Nygren,5.0,2019-03-21
Katie Pavlich,1.0,2019-03-21
Cory Booker,1.0,2019-03-21
Kamala Harris,4.0,2019-03-21
Facebook posts,1.0,2019-03-21
Jay Inslee,4.0,2019-03-21
Tweets,0.0,2019-03-20
Julián Castro,3.0,2019-03-20
Matthew Birmingham,1.0,2019-03-20
Thom Tillis,,2019-03-20
David Crowley,1.0,2019-03-19
Beto O'Rourke,3.0,2019-03-19
Levar Stoney,,2019-03-19
Facebook posts,1.0,2019-03-18
Tulsi Gabbard,4.0,2019-03-18
Toni Preckwinkle,2.0,2019-03-17
Vicky Hartzler,3.0,2019-03-16
Bernie Sanders,4.0,2019-03-16
Joe Cunningham,4.0,2019-03-15
Viral image,0.0,2019-03-15
Facebook posts,0.0,2019-03-15
North Carolina Republican Party,1.0,2019-03-15
Denny Hoskins,3.0,2019-03-15
Kevin Downing,0.0,2019-03-14
Hannah Kelly,3.0,2019-03-14
Viral image,0.0,2019-03-14
Club for Growth,2.0,2019-03-14
Club for Growth,4.0,2019-03-14
Club for Growth,4.0,2019-03-14
Club for Growth,3.0,2019-03-14
Gavin Newsom,5.0,2019-03-13
Matthew Dowd,3.0,2019-03-13
Jay Inslee,4.0,2019-03-13
Dan Crenshaw,1.0,2019-03-13
Facebook posts,2.0,2019-03-13
Wisconsin Assembly Republicans,2.0,2019-03-13
Viral image,0.0,2019-03-13
Facebook posts,1.0,2019-03-13
Bobby Scott,4.0,2019-03-13
Elizabeth Warren,5.0,2019-03-12
Tony Evers,,2019-03-12
Joni Ernst,1.0,2019-03-12
Viral image,1.0,2019-03-12
Viral image,0.0,2019-03-12
Turning Point USA,3.0,2019-03-12
Bloggers,4.0,2019-03-12
Elizabeth Warren,4.0,2019-03-11
Kiki Curls,4.0,2019-03-11
Facebook posts,0.0,2019-03-11
Lori Lightfoot,4.0,2019-03-10
Kirsten Gillibrand,2.0,2019-03-09
Greg Abbott,4.0,2019-03-09
Jay Inslee,4.0,2019-03-08
Donald Trump,0.0,2019-03-08
Viral image,1.0,2019-03-08
Mitch McConnell,2.0,2019-03-07
America First,3.0,2019-03-07
Phil Berger,5.0,2019-03-07
Ron DeSantis,2.0,2019-03-07
Facebook posts,0.0,2019-03-07
Mike Parson,5.0,2019-03-07
Facebook posts,4.0,2019-03-07
James Lankford,2.0,2019-03-07
Hillary Clinton,0.0,2019-03-06
Bernie Sanders,3.0,2019-03-06
Facebook posts,3.0,2019-03-06
Jim Justice,4.0,2019-03-06
Carol Miller,4.0,2019-03-06
Roy Cooper,4.0,2019-03-05
Facebook posts,0.0,2019-03-05
Facebook posts,0.0,2019-03-05
Facebook posts,1.0,2019-03-05
Zerlina Maxwell,1.0,2019-03-05
Sherrod Brown,3.0,2019-03-05
Viral image,0.0,2019-03-05
Viral image,1.0,2019-03-05
Tony Evers,,2019-03-05
Chris Jones,5.0,2019-03-05
Bloggers,1.0,2019-03-04
Bloggers,0.0,2019-03-04
JB Pritzker,2.0,2019-03-03
Kirsten Gillibrand,4.0,2019-03-02
Facebook posts,1.0,2019-03-01
Bernie Sanders,3.0,2019-03-01
Facebook posts,0.0,2019-03-01
Ilhan Omar,4.0,2019-03-01
Henry Cuellar,4.0,2019-03-01
Facebook posts,1.0,2019-03-01
Chip Roy,4.0,2019-02-28
Kamala Harris,1.0,2019-02-28
Various media reports 2,1.0,2019-02-28
Terry Katsma,4.0,2019-02-28
Donald Trump,1.0,2019-02-28
Bernie Sanders,3.0,2019-02-28
Rick Scott,1.0,2019-02-28
North Carolina Republican Party,2.0,2019-02-27
Mary Elizabeth Coleman,1.0,2019-02-27
E. Gordon Gee,5.0,2019-02-27
American Civil Liberties Union,2.0,2019-02-27
Tulsi Gabbard,2.0,2019-02-27
Facebook posts,1.0,2019-02-27
Viral image,0.0,2019-02-27
Joaquin Castro,3.0,2019-02-26
Wiley Nickel,1.0,2019-02-26
Craig Thompson,4.0,2019-02-26
Viral image,0.0,2019-02-26
Viral image,0.0,2019-02-26
Heidi Heitkamp,2.0,2019-02-26
Morgan Griffith,3.0,2019-02-26
Ed Emery,3.0,2019-02-25
Facebook posts,0.0,2019-02-25
Bloggers,0.0,2019-02-25
Elizabeth Warren,3.0,2019-02-25
Donald Trump,0.0,2019-02-25
Facebook posts,0.0,2019-02-25
Donald Trump,3.0,2019-02-25
Michael Long,1.0,2019-02-22
David Price,4.0,2019-02-22
Amy Klobuchar,4.0,2019-02-22
Viral image,0.0,2019-02-22
Joe Biden,3.0,2019-02-22
Tony Evers,0.0,2019-02-22
Bernie Sanders,3.0,2019-02-22
John Nygren,3.0,2019-02-22
Shelley Moore Capito,3.0,2019-02-22
Robert McKinzie,1.0,2019-02-21
Facebook posts,0.0,2019-02-21
Cory Gardner,3.0,2019-02-21
Jason Smith,4.0,2019-02-21
Tom McClintock,1.0,2019-02-20
Viral image,1.0,2019-02-20
Joe Manchin,4.0,2019-02-20
Amy Klobuchar,3.0,2019-02-20
Donald Trump,1.0,2019-02-20
Facebook posts,1.0,2019-02-19
Viral image,1.0,2019-02-19
Glenn Grothman,1.0,2019-02-19
Rush Limbaugh,1.0,2019-02-19
Matt Gaetz,1.0,2019-02-19
Facebook posts,0.0,2019-02-18
Susana Mendoza,1.0,2019-02-17
Christopher Coyne,2.0,2019-02-16
Chuck McGrady,3.0,2019-02-15
Viral image,2.0,2019-02-15
Facebook posts,1.0,2019-02-15
Beto O'Rourke,4.0,2019-02-15
Facebook posts,0.0,2019-02-15
Tony Evers,,2019-02-14
Gavin Newsom,5.0,2019-02-14
Donald Trump,2.0,2019-02-14
Viral image,0.0,2019-02-14
Facebook posts,1.0,2019-02-14
Viral image,0.0,2019-02-14
Jerrold Nadler,4.0,2019-02-14
Roy Cooper,4.0,2019-02-14
Viral image,0.0,2019-02-14
Viral image,0.0,2019-02-14
Facebook posts,4.0,2019-02-14
Elizabeth Warren,3.0,2019-02-14
Darren Jackson,4.0,2019-02-13
Kamala Harris,2.0,2019-02-13
Matt Gaetz,4.0,2019-02-13
Bobby Scott,5.0,2019-02-13
Donald Trump,1.0,2019-02-12
Wisconsin Republican Legislative leaders,2.0,2019-02-12
Ilhan Omar,2.0,2019-02-12
Pete Buttigieg,5.0,2019-02-12
Facebook posts,0.0,2019-02-12
Bloggers,3.0,2019-02-11
Bloggers,0.0,2019-02-11
Alcee Hastings,3.0,2019-02-11
Viral image,1.0,2019-02-11
Toni Preckwinkle,0.0,2019-02-10
Jacob Wohl,0.0,2019-02-09
Viral image,1.0,2019-02-08
Facebook posts,2.0,2019-02-08
Donald Trump,1.0,2019-02-08
Bloggers,0.0,2019-02-08
Cory Booker,1.0,2019-02-08
John Nygren,4.0,2019-02-08
Bloggers,0.0,2019-02-08
Facebook posts,1.0,2019-02-08
Donald Trump,2.0,2019-02-07
Patrick Morrisey,4.0,2019-02-07
Donald Trump,3.0,2019-02-07
Viral image,0.0,2019-02-07
Michael Bloomberg,4.0,2019-02-07
Alexandria Ocasio-Cortez,3.0,2019-02-06
Viral image,0.0,2019-02-06
Viral image,0.0,2019-02-06
Michael Moore,2.0,2019-02-06
Kathy Tran,1.0,2019-02-06
Scott Walker,2.0,2019-02-05
Civitas Institute,4.0,2019-02-05
West Virginia Democratic Party,2.0,2019-02-04
Shelley Moore Capito,4.0,2019-02-04
Viral image,0.0,2019-02-04
Viral image,0.0,2019-02-04
Viral image,0.0,2019-02-04
Joe Biden,3.0,2019-02-04
Gery Chico,2.0,2019-02-03
Wisconsin Republican Legislative leaders,4.0,2019-02-01
Adam Smith,1.0,2019-02-01
Viral image,1.0,2019-02-01
Facebook posts,0.0,2019-02-01
Viral image,1.0,2019-02-01
Viral image,0.0,2019-02-01
Bloggers,1.0,2019-02-01
Bloggers,0.0,2019-02-01
Wisconsin Republican Legislative leaders,0.0,2019-02-01
Elizabeth Warren,4.0,2019-01-31
José Oliva,3.0,2019-01-31
Kamala Harris,2.0,2019-01-30
Dallas Woodhouse,1.0,2019-01-30
Wisconsin Firearms Coalition,2.0,2019-01-30
Howard Schultz,4.0,2019-01-29
Eileen Filler-Corn,2.0,2019-01-29
Viral image,0.0,2019-01-29
Donald Trump,1.0,2019-01-28
Donald Trump,1.0,2019-01-28
Joe Manchin,4.0,2019-01-28
Garry McCarthy,2.0,2019-01-27
Phil Scott,1.0,2019-01-26
Tony Evers,,2019-01-26
Donald Trump,3.0,2019-01-25
Viral image,0.0,2019-01-25
Maria Cantwell,3.0,2019-01-25
Viral image,0.0,2019-01-25
Matthew Rothschild,3.0,2019-01-24
Richard Hudson,2.0,2019-01-24
Maria Bartiromo,2.0,2019-01-24
Viral image,0.0,2019-01-24
Facebook posts,0.0,2019-01-24
Viral image,0.0,2019-01-24
Facebook posts,0.0,2019-01-23
TheLastLineOfDefense.org,0.0,2019-01-23
Rick Scott,1.0,2019-01-23
Bloggers,0.0,2019-01-23
Facebook posts,0.0,2019-01-23
Ralph Northam,5.0,2019-01-23
Jacob Wohl,0.0,2019-01-22
Chuck Woolery,0.0,2019-01-22
Facebook posts,0.0,2019-01-22
Viral image,1.0,2019-01-22
Facebook posts,1.0,2019-01-22
Mark Walker,2.0,2019-01-21
Patricia Fahy,2.0,2019-01-21
Gery Chico,3.0,2019-01-20
Viral image,0.0,2019-01-18
Facebook posts,1.0,2019-01-18
Viral image,0.0,2019-01-18
Facebook posts,0.0,2019-01-18
Tony Evers,,2019-01-17
Mike Pence,2.0,2019-01-17
Ted Budd,3.0,2019-01-17
Jim Ott,1.0,2019-01-15
Bloggers,0.0,2019-01-15
Bloggers,1.0,2019-01-15
Delaware Health and Social Services,3.0,2019-01-15
Toni Preckwinkle,3.0,2019-01-15
Viral image,1.0,2019-01-15
Mark Warner,3.0,2019-01-15
Tim Kaine,4.0,2019-01-15
Bloggers,1.0,2019-01-14
Bloggers,0.0,2019-01-14
Roy Cooper,5.0,2019-01-14
Bloggers,2.0,2019-01-14
Nita Lowey,5.0,2019-01-14
Susana Mendoza,2.0,2019-01-13
Sean Hannity,3.0,2019-01-11
Donald Trump,1.0,2019-01-11
Roger Roth,0.0,2019-01-11
Donald Trump,1.0,2019-01-10
Jim Justice,4.0,2019-01-10
Donald Trump,1.0,2019-01-09
Bloggers,1.0,2019-01-09
Viral image,1.0,2019-01-09
Viral image,0.0,2019-01-09
Donald Trump,2.0,2019-01-09
Donald Trump,1.0,2019-01-09
Bloggers,0.0,2019-01-09
Elizabeth Warren,3.0,2019-01-09
Donald Trump,0.0,2019-01-09
Tammy Baldwin,4.0,2019-01-09
Phil Berger,2.0,2019-01-08
Jerry Falwell Jr.,1.0,2019-01-08
Bloggers,0.0,2019-01-08
North Carolina Democratic Party,2.0,2019-01-07
Facebook posts,1.0,2019-01-07
Bloggers,0.0,2019-01-07
Facebook posts,0.0,2019-01-07
Andrew Cuomo,5.0,2019-01-07
Paul Vallas,4.0,2019-01-06
Donald Trump,1.0,2019-01-04
Chris Murphy,2.0,2019-01-04
Thomas Anderson,3.0,2019-01-03
Facebook posts,0.0,2019-01-03
Bloggers,4.0,2019-01-02
Bloggers,1.0,2019-01-02
Bloggers,0.0,2019-01-02
Bloggers,3.0,2019-01-02
Donald Trump,0.0,2018-12-27
Garry McCarthy,3.0,2018-12-23
Dallas Woodhouse,4.0,2018-12-21
Donald Trump,1.0,2018-12-21
Bloggers,0.0,2018-12-20
Bloggers,0.0,2018-12-20
Bloggers,3.0,2018-12-20
Bloggers,1.0,2018-12-20
Bloggers,1.0,2018-12-19
Bloggers,0.0,2018-12-19
Bloggers,3.0,2018-12-19
Bloggers,0.0,2018-12-19
Donald Trump,0.0,2018-12-19
Bloggers,0.0,2018-12-18
Jerry Brown,4.0,2018-12-18
Dan Blue,1.0,2018-12-18
Bloggers,2.0,2018-12-18
Bloggers,0.0,2018-12-18
Alberta Darling,1.0,2018-12-18
Mark Herring,,2018-12-18
Bill Daley,3.0,2018-12-16
Carl Heastie,4.0,2018-12-14
Jim Justice,4.0,2018-12-14
Bloggers,3.0,2018-12-14
Bloggers,0.0,2018-12-13
Bloggers,1.0,2018-12-13
Bloggers,4.0,2018-12-13
Tony Evers,4.0,2018-12-13
Roy Blunt,5.0,2018-12-13
Christine Lagarde,3.0,2018-12-12
Mike Romano,5.0,2018-12-12
Bloggers,4.0,2018-12-11
Terry Van Duyn,3.0,2018-12-11
Bloggers,4.0,2018-12-11
Robin Vos,,2018-12-11
Jim Justice,4.0,2018-12-10
Mike Romano,5.0,2018-12-10
Miro Weinberger,4.0,2018-12-08
Andrew Cuomo,5.0,2018-12-07
Bloggers,2.0,2018-12-07
Mike Romano,5.0,2018-12-07
Paul Espinosa,2.0,2018-12-07
Scott Walker,,2018-12-07
Bloggers,5.0,2018-12-06
Richard Ojeda,5.0,2018-12-06
David McKinley,5.0,2018-12-06
Crystal Quade,5.0,2018-12-06
Roman Prezioso,4.0,2018-12-06
Jean Evans,2.0,2018-12-06
Amy Klobuchar,4.0,2018-12-05
Donald Trump,1.0,2018-12-05
Caleb Rowden,3.0,2018-12-05
PuppetStringNews.com,2.0,2018-12-04
Bloggers,0.0,2018-12-04
Terry McAuliffe,4.0,2018-12-04
North Carolina Republican Party,2.0,2018-12-04
Wisconsin Republican Legislative leaders,,2018-12-03
Alexandria Ocasio-Cortez,1.0,2018-12-03
Bloggers,1.0,2018-12-03
Gavin Newsom,4.0,2018-12-03
Joe Manchin,4.0,2018-12-03
Lori Lightfoot,2.0,2018-12-02
PuppetStringNews.com,1.0,2018-11-30
Dale Kooyenga,3.0,2018-11-30
Nancy Pelosi,1.0,2018-11-29
David McKinley,2.0,2018-11-29
Bloggers,0.0,2018-11-29
Donald Trump,1.0,2018-11-29
Sarah Huckabee Sanders,4.0,2018-11-28
Alexandria Ocasio-Cortez,1.0,2018-11-28
Danielle Pletka,1.0,2018-11-28
Gordon Hintz,4.0,2018-11-28
Steve Daines,2.0,2018-11-27
Clean Virginia,3.0,2018-11-27
Donald Trump,3.0,2018-11-26
Bloggers,3.0,2018-11-26
Susana Mendoza,2.0,2018-11-25
Viral image,2.0,2018-11-21
Tammy Baldwin,2.0,2018-11-21
Tom Cotton,2.0,2018-11-20
Bloggers,2.0,2018-11-20
Gwen Moore,4.0,2018-11-20
Bloggers,1.0,2018-11-19
Jason Smith,5.0,2018-11-19
Paul Vallas,3.0,2018-11-18
Kirsten Gillibrand,4.0,2018-11-16
Bernie Sanders,2.0,2018-11-16
Lou Dobbs,0.0,2018-11-16
Donald Trump,0.0,2018-11-16
Ron Johnson,3.0,2018-11-16
Viral image,0.0,2018-11-15
West Virginia Republican Party,5.0,2018-11-15
Richard Ojeda,5.0,2018-11-15
Donald Trump,2.0,2018-11-15
Patrick Morrisey,5.0,2018-11-15
Eric Swalwell,3.0,2018-11-15
Andrea Mitchell,1.0,2018-11-14
Bloggers,1.0,2018-11-14
Donald Trump Jr.,1.0,2018-11-13
Ken Blackwell,0.0,2018-11-13
Bloggers,1.0,2018-11-13
Bloggers,2.0,2018-11-13
Bloggers,2.0,2018-11-13
Rob Wittman,1.0,2018-11-13
Marco Rubio,4.0,2018-11-12
Bloggers,1.0,2018-11-12
Donald Trump,1.0,2018-11-12
Tammy Baldwin,2.0,2018-11-09
Phil Scott,3.0,2018-11-08
Donald Trump,1.0,2018-11-08
Infowars,0.0,2018-11-08
Viral image,1.0,2018-11-08
Bloggers,3.0,2018-11-08
Scott Galloway,4.0,2018-11-08
Donald Trump,3.0,2018-11-08
Bloggers,0.0,2018-11-08
Bloggers,5.0,2018-11-08
Bloggers,4.0,2018-11-07
Bloggers,0.0,2018-11-06
Bloggers,1.0,2018-11-06
Bloggers,1.0,2018-11-06
Bloggers,0.0,2018-11-06
Bloggers,0.0,2018-11-06
Bloggers,1.0,2018-11-06
Bloggers,1.0,2018-11-06
Sean Hannity,,2018-11-06
Bloggers,0.0,2018-11-06
Bloggers,0.0,2018-11-06
Ron DeSantis,2.0,2018-11-06
Mike Bost,2.0,2018-11-05
Bloggers,0.0,2018-11-05
Claire McCaskill,2.0,2018-11-05
Josh Hawley,3.0,2018-11-05
Claire McCaskill,3.0,2018-11-05
West Virginia Republican Party,4.0,2018-11-05
Patrick Morrisey,1.0,2018-11-05
"Students, Parents and Teachers supporting Marshall Tuck",1.0,2018-11-05
Bloggers,0.0,2018-11-05
House Majority PAC,3.0,2018-11-05
Mike Braun,2.0,2018-11-05
Democratic Congressional Campaign Committee,2.0,2018-11-05
"Students, Parents and Teachers supporting Marshall Tuck",1.0,2018-11-05
Bloggers,1.0,2018-11-05
Tony Thurmond,1.0,2018-11-05
worldnewsdailyreport.com,0.0,2018-11-05
Bloggers,1.0,2018-11-04
Bloggers,1.0,2018-11-04
Senate Leadership Fund,2.0,2018-11-04
Bloggers,1.0,2018-11-03
Mark Harris,2.0,2018-11-03
Environmental Defense Fund Action,4.0,2018-11-03
Bloggers,0.0,2018-11-03
Bloggers,1.0,2018-11-03
Tony Evers,1.0,2018-11-02
North Dakota Democratic–Nonpartisan League Party,0.0,2018-11-02
Nate McMurray,5.0,2018-11-02
Priorities USA Action,2.0,2018-11-02
West Virginia Republican Party,5.0,2018-11-02
Donald Trump,1.0,2018-11-02
Tammy Baldwin,4.0,2018-11-02
Jeff Tarte,,2018-11-02
Tony Evers,2.0,2018-11-02
Bloggers,1.0,2018-11-02
National Republican Congressional Committee,0.0,2018-11-02
Gil Cisneros,2.0,2018-11-02
Bloggers,0.0,2018-11-02
Bloggers,1.0,2018-11-02
Scott Walker,4.0,2018-11-02
Dave Brat,0.0,2018-11-02
Dan McCready,3.0,2018-11-02
Donald Trump,0.0,2018-11-01
Ken Paxton,2.0,2018-11-01
Donald Trump,1.0,2018-11-01
Bloggers,0.0,2018-11-01
Donald Trump,5.0,2018-11-01
Heidi Heitkamp,4.0,2018-11-01
Joe Manchin,5.0,2018-11-01
Kendra Fershee,4.0,2018-11-01
Josh Hawley,2.0,2018-11-01
Duncan Hunter,0.0,2018-11-01
Claire McCaskill,2.0,2018-11-01
Kevin Cramer,1.0,2018-11-01
Bloggers,2.0,2018-11-01
Sean Casten,1.0,2018-10-31
Donald Trump,1.0,2018-10-31
Michael Schirling,3.0,2018-10-31
Karin Housley,1.0,2018-10-31
Mark Harris,1.0,2018-10-31
Jon Tester,5.0,2018-10-31
Bloggers,0.0,2018-10-31
Tony Evers,3.0,2018-10-31
Facebook posts,0.0,2018-10-31
Donald Trump,1.0,2018-10-30
Linda Coleman,2.0,2018-10-30
National Republican Congressional Committee,1.0,2018-10-30
Martha McSally,2.0,2018-10-30
John Culberson,1.0,2018-10-30
Ricardo Lara,3.0,2018-10-30
Christine Hallquist,1.0,2018-10-30
Bloggers,1.0,2018-10-30
Troy Balderson,3.0,2018-10-30
Bloggers,0.0,2018-10-29
Donald Trump,1.0,2018-10-29
FreedomWorks,2.0,2018-10-29
Ron DeSantis,4.0,2018-10-29
Phil Scott,2.0,2018-10-29
Congressional Leadership Fund,1.0,2018-10-29
Erik Paulsen,1.0,2018-10-29
Mike DeWine,2.0,2018-10-29
Bloggers,0.0,2018-10-29
Linda Coleman,4.0,2018-10-29
Occupy Democrats,1.0,2018-10-29
E. Gordon Gee,1.0,2018-10-29
Bloggers,0.0,2018-10-29
Bloggers,0.0,2018-10-29
Tony Evers,2.0,2018-10-29
Missouri GOP,2.0,2018-10-28
Peter Roskam,0.0,2018-10-28
Kathy Manning,3.0,2018-10-28
Marc Molinaro,5.0,2018-10-26
George Holding,1.0,2018-10-26
Ted Budd,2.0,2018-10-26
Tammy Baldwin,3.0,2018-10-26
National Republican Senatorial Committee,1.0,2018-10-26
Bloggers,0.0,2018-10-26
Bloggers,0.0,2018-10-26
Bloggers,1.0,2018-10-26
Bloggers,0.0,2018-10-26
Bloggers,1.0,2018-10-26
Leah Vukmir,2.0,2018-10-26
Marsha Blackburn,2.0,2018-10-25
Donald Trump,2.0,2018-10-25
Donald Trump,1.0,2018-10-25
Democratic Congressional Campaign Committee,3.0,2018-10-25
Bloggers,1.0,2018-10-25
Don Bacon,3.0,2018-10-25
Bloggers,0.0,2018-10-25
Alex Jones,1.0,2018-10-25
Claire McCaskill,5.0,2018-10-25
Josh Hawley,2.0,2018-10-25
worldnewsdailyreport.com,0.0,2018-10-25
Bloggers,3.0,2018-10-25
Bloggers,0.0,2018-10-25
Andrew Gillum,3.0,2018-10-24
Scott Walker,2.0,2018-10-24
Future45,0.0,2018-10-24
Viral image,1.0,2018-10-24
Bloggers,0.0,2018-10-24
Bloggers,1.0,2018-10-24
Democratic Congressional Campaign Committee,2.0,2018-10-24
Donald Trump,3.0,2018-10-24
Bloggers,1.0,2018-10-24
Jim Justice,5.0,2018-10-24
Maine Democratic Party,2.0,2018-10-24
Donald Trump,0.0,2018-10-24
Bloggers,1.0,2018-10-23
Donald Trump,0.0,2018-10-23
Donald Trump,0.0,2018-10-23
North Carolina Republican Party,1.0,2018-10-23
Sydney Batch,1.0,2018-10-23
Bloggers,0.0,2018-10-23
Joe Manchin,5.0,2018-10-23
Donald Trump,5.0,2018-10-23
VoteVets.org,5.0,2018-10-23
Ted Budd,1.0,2018-10-23
Occupy Democrats,3.0,2018-10-23
Kevin Cramer,2.0,2018-10-23
Chaz Beasley,4.0,2018-10-23
Jeff Sessions,2.0,2018-10-23
Dave Brat,1.0,2018-10-23
Kathy Manning,3.0,2018-10-22
Donald Trump,0.0,2018-10-22
Tony Evers,2.0,2018-10-22
Mimi Walters,1.0,2018-10-22
Bloggers,1.0,2018-10-22
Bloggers,0.0,2018-10-22
Dan McCready,5.0,2018-10-22
Ted Cruz,2.0,2018-10-19
Democratic Senatorial Campaign Committee,3.0,2018-10-19
Andrew Cuomo,5.0,2018-10-19
Florida Strong,2.0,2018-10-19
Paul Davis,2.0,2018-10-19
Defending Main Street,1.0,2018-10-19
Bloggers,1.0,2018-10-19
Arizona Democratic Party,3.0,2018-10-19
Senate Leadership Fund,2.0,2018-10-19
Ted Cruz,3.0,2018-10-19
Beto O'Rourke,5.0,2018-10-18
Donald Trump,3.0,2018-10-18
Bloggers,0.0,2018-10-18
Scott Wagner,1.0,2018-10-18
Tony Evers,4.0,2018-10-18
Andrew Gillum,3.0,2018-10-18
Andrew Gillum,3.0,2018-10-18
George Holding,3.0,2018-10-18
worldnewsdailyreport.com,0.0,2018-10-17
JD Wooten,2.0,2018-10-17
Senate Leadership Fund,3.0,2018-10-17
Congressional Leadership Fund,1.0,2018-10-17
Bloggers,2.0,2018-10-17
Democratic Party of Wisconsin,5.0,2018-10-17
Alexander Strenger,3.0,2018-10-16
Marco Rubio,1.0,2018-10-16
Bloggers,0.0,2018-10-16
House Majority PAC,3.0,2018-10-16
House Majority PAC,4.0,2018-10-16
Andrea Mitchell,4.0,2018-10-16
Washington State Democratic Party,3.0,2018-10-16
Andrew Gillum,3.0,2018-10-15
Andrew Gillum,0.0,2018-10-15
Chris Collins,1.0,2018-10-12
Kanye West,3.0,2018-10-12
Republican Party of Florida,1.0,2018-10-12
National Taxpayers Union,3.0,2018-10-12
Stephen Carter,1.0,2018-10-12
Scott Walker,3.0,2018-10-11
Joe Manchin,1.0,2018-10-11
David McKinley,5.0,2018-10-11
National Republican Congressional Committee,2.0,2018-10-11
Joe Manchin,1.0,2018-10-11
Jeff Bartos,2.0,2018-10-11
Joshua Feuerstein,0.0,2018-10-11
Abigail Spanberger,3.0,2018-10-11
Democratic Congressional Campaign Committee,3.0,2018-10-11
VoteVets.org,3.0,2018-10-11
Joe Donnelly,4.0,2018-10-11
Bloggers,0.0,2018-10-10
Republican Party of Florida,2.0,2018-10-10
Gavin Newsom,4.0,2018-10-09
With Honor,3.0,2018-10-09
Taylor Swift,4.0,2018-10-09
Tom Malinowski,3.0,2018-10-09
John Cox,3.0,2018-10-08
Viral image,0.0,2018-10-08
Tammy Baldwin,3.0,2018-10-08
Viral image,0.0,2018-10-08
Andrew Gillum,4.0,2018-10-08
Ron DeSantis,4.0,2018-10-08
Donald Trump,1.0,2018-10-08
National Republican Congressional Committee,2.0,2018-10-08
Heidi Heitkamp,1.0,2018-10-08
Bruce Rauner,2.0,2018-10-07
Josh Hawley,1.0,2018-10-06
Claire McCaskill,3.0,2018-10-06
Ann Wagner,5.0,2018-10-05
Yes on 10 campaign,3.0,2018-10-05
Donald Trump,0.0,2018-10-05
Jon Tester,3.0,2018-10-05
Mike Bost,0.0,2018-10-05
Joe Manchin,4.0,2018-10-05
Maine Democratic Party,3.0,2018-10-05
Beto O'Rourke,2.0,2018-10-05
Rahm Emanuel,2.0,2018-10-05
Renee Hoagenson,3.0,2018-10-05
Patrick Morrisey,3.0,2018-10-05
Donald Trump,3.0,2018-10-04
Donald Trump,1.0,2018-10-04
Donald Trump,4.0,2018-10-04
Lanny Lancaster,0.0,2018-10-04
Beto O'Rourke,3.0,2018-10-04
Richard Cordray,3.0,2018-10-04
Viral image,0.0,2018-10-03
Antonio Delgado,2.0,2018-10-03
Brendan Kelly,2.0,2018-10-03
Leah Vukmir,2.0,2018-10-03
D. Cole Phelps,2.0,2018-10-02
Martha McSally,1.0,2018-10-02
Senate Leadership Fund,2.0,2018-10-02
Donald Trump,1.0,2018-10-02
Bloggers,0.0,2018-10-02
Top Stories USA,0.0,2018-10-02
Marsha Blackburn,3.0,2018-10-02
Mark Harris,3.0,2018-10-02
Rickey Padgett,1.0,2018-10-02
Congressional Leadership Fund,4.0,2018-10-02
Rick Scott,4.0,2018-10-01
Donald Trump,4.0,2018-10-01
Congressional Leadership Fund,3.0,2018-10-01
JB Pritzker,2.0,2018-09-30
Ted Cruz,2.0,2018-09-28
Bloggers,0.0,2018-09-28
National Republican Senatorial Committee,3.0,2018-09-28
Patrick Morrisey,4.0,2018-09-28
E. Gordon Gee,4.0,2018-09-28
